id	lila_id	Headword 	Definition 	Part of Speech 	Semantic Group 	Frequency Rank
DCC726	lilaLemma:99589	discēdō -ere -cessī -cessum 	go away, depart 	Verb: 3rd Conjugation -ō	Travel 	726
DCC727	lilaLemma:104369	gaudium -ī n. 	delight, joy, pleasure 	Noun: 2nd Declension	Emotions 	727
DCC728	lilaLemma:92203	caecus -a -um 	"blind, unseeing; dark, obscure "	Adjective: 1st and 2nd Declension	Vision 	728
DCC729	lilaLemma:110402	libet libēre libuit or libitum est 	it is pleasing (+ dat. + infin.) 	Verb: Impersonal 	Social Life 	729
DCC730	lilaLemma:93446	centum 	one hundred 	Adjective: Numeral 	Measurement 	730
DCC731	lilaLemma:96151	cōnstō -stāre -stitī 	"agree; constat, it is established that (+ acc. and infin.) "	Verb: 1st Conjugation	Speech/Oratory 	731
DCC732	lilaLemma:110562	lingua -ae f. 	"tongue; language "	Noun: 1st Declension	The Body 	732
DCC733	lilaLemma:112987	multitūdō -inis f. 	multitude, number 	Noun: 3rd Declension	Measurement 	733
DCC734	lilaLemma:87961	aeternus -a -um 	everlasting, eternal 	Adjective: 1st and 2nd Declension	Lengths of Time 	734
DCC735	lilaLemma:94032	circā 	around (adv. and prep. +acc.) 	Preposition 	Place 	735
DCC736	lilaLemma:115179	ōrātiō -ōnis f. 	speech, address 	Noun: 3rd Declension	Speech/Oratory 	736
DCC737	lilaLemma:118652	potestās -ātis f. 	power 	Noun: 3rd Declension	The City 	737
DCC738	lilaLemma:127658	tardus -a -um 	slow, sluggish, lingering 	Adjective: 1st and 2nd Declension	Time 	738
DCC739	lilaLemma:103600	for fārī fātus sum 	report, say 	Verb: Deponent 	Speech/Oratory 	739
DCC740	lilaLemma:105777	humus -ī f. 	"ground; humī: on the ground "	Noun: 2nd Declension	Earth and Water 	740
DCC741	lilaLemma:127994	testis -is m. 	witness 	Noun: 3rd Declension	Justice 	741
DCC742	lilaLemma:107649	īnferō īnferre intulī illātum 	"bring upon, against; bellum īnferre: make war on "	Verb: Irregular 	War and Peace 	742
DCC743	lilaLemma:97341	cūrō -āre 	watch over, look after, care for (+ acc.) 	Verb: 1st Conjugation	Love 	743
DCC744	lilaLemma:87918	aes aeris n. 	copper, bronze 	Noun: 3rd Declension	Business/Money 	744
DCC745	lilaLemma:93322	celer -is -e 	swift 	Adjective: 3rd Declension	Time 	745
DCC746	lilaLemma:119582	prōcēdō -cēdere -cessī -cessum 	go forth, advance 	Verb: 3rd Conjugation -ō	Motion 	746
DCC747	lilaLemma:112039	mēnsa -ae f. 	table 	Noun: 1st Declension	The House 	747
DCC748	lilaLemma:117996	pius -a -um 	dutiful, devoted, just, pious 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	748
DCC749	lilaLemma:109170	iūdicium -ī n. 	judgment, decision, trial 	Noun: 2nd Declension	Justice 	749
DCC750	lilaLemma:130149	victōria -ae f. 	victory 	Noun: 1st Declension	War and Peace 	750
DCC751	lilaLemma:97897	damnō -āre 	condemn 	Verb: 1st Conjugation	Justice 	751
DCC752	lilaLemma:121444	rārus -a -um 	"wide apart, loose, thin; rare, seldom "	Adjective: 1st and 2nd Declension	Measurement 	752
DCC753	lilaLemma:127774	tempestas -tātis f. 	"period of time, season; bad weather, storm "	Noun: 3rd Declension	Lengths of Time 	753
DCC754	lilaLemma:106319	imāgō -inis f. 	image, form, figure 	Noun: 3rd Declension	Vision 	754
DCC755	lilaLemma:115286	ōrō -āre 	pray 	Verb: 1st Conjugation	Religion 	755
DCC756	lilaLemma:119286	praeter 	"by, along, past; besides, except (+ acc.) "	Preposition 	Place 	756
DCC757	lilaLemma:96186	cōnsulō -sulere -suluī -sultum 	"consult, plan (+ acc.); consider the interests of (+dat) "	Verb: 3rd Conjugation -ō	The City 	757
DCC758	lilaLemma:109138	iterum 	again 	Adverb 	Time 	758
DCC759	lilaLemma:118508	porta -ae f. 	gate 	Noun: 1st Declension	The City 	759
DCC760	lilaLemma:108661	intersum -esse -fuī 	"to be between; take part in, attend (+dat.); interest, it is in the interest of (+ gen.) "	Verb: Irregular 	Place 	760
DCC761	lilaLemma:110407	libīdō -inis f. 	passion, lust 	Noun: 3rd Declension	Love 	761
DCC762	lilaLemma:127147	sustineō sustinēre sustinuī sustentum 	hold up, sustain 	Verb: 2nd Conjugation	Social Life 	762
DCC763	lilaLemma:91094	aliquandō 	at some time, at length 	Adverb 	Time 	763
DCC764	lilaLemma:63256	māiōrēs māiōrum m. 	ancestors 	Noun: 3rd Declension	The Household 	764
DCC765	lilaLemma:122659	reperiō -perīre -pperī -pertum 	find, find out 	Verb: 4th Conjugation	Education/Knowledge 	765
DCC766	lilaLemma:108752	intrō -āre 	enter 	Verb: 1st Conjugation	Motion 	766
DCC767	lilaLemma:117794	pietās -tātis f. 	sense of duty, devotion, esp. between parents and children 	Noun: 3rd Declension	The Household 	767
DCC768	lilaLemma:91327	barbarus -ī m. 	foreigner, barbarian 	Noun: 2nd Declension	War and Peace 	768
DCC769	lilaLemma:97183	culpa -ae f. 	guilt, fault, blame 	Noun: 1st Declension	Justice 	769
DCC770	lilaLemma:109268	iūstus -a -um 	right, just, fair 	Adjective: 1st and 2nd Declension	Justice 	770
DCC771	lilaLemma:100084	dōnec 	until 	Conjunction 	Time 	771
DCC772	lilaLemma:103519	fluō fluere fluxī fluxum 	flow 	Verb: 3rd Conjugation -ō	Earth and Water 	772
DCC773	lilaLemma:113513	necesse (indecl. adj.) 	necessary 	Adjective: Indeclinable 	Business/Money 	773
DCC774	lilaLemma:122641	reor rērī rātus sum 	think, imagine, suppose, deem 	Verb: Deponent 	Education/Knowledge 	774
DCC775	lilaLemma:127807	tenebrae -brārum f. pl. 	darkness, the shadows 	Noun: 1st Declension	Vision 	775
DCC776	lilaLemma:123105	saeculum -ī n. 	generation, age, century 	Noun: 2nd Declension	Lengths of Time 	776
DCC777	lilaLemma:99509	dīmittō -mittere -mīsī -missum 	send away 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	777
DCC778	lilaLemma:110432	licet 	even though 	Conjunction 	Justice 	778
DCC779	lilaLemma:94017	cinis cineris m./f. 	ashes, embers 	Noun: 3rd Declension	Air and Fire 	779
DCC780	lilaLemma:96065	cōnsistō -sistere -stitī 	"take position; consist in, be composed of "	Verb: 3rd Conjugation -ō	Speech/Oratory 	780
DCC781	lilaLemma:121510	recēns -ntis 	fresh, new 	Adjective: 3rd Declension	Time 	781
DCC782	lilaLemma:28966	aliter 	otherwise, differently 	Adverb 	Conjunctions/Adverbs 	782
DCC783	lilaLemma:109718	laedō laedere laesī laesum 	injure by striking, hurt 	Verb: 3rd Conjugation -ō	Violence 	783
DCC784	lilaLemma:119564	probō -āre 	"approve, prove; convince one (dat.) of a thing (acc.) "	Verb: 1st Conjugation	Verbs of Compelling/Directing 	784
DCC785	lilaLemma:100021	doleō -ēre doluī 	feel pain or grief, grieve 	Verb: 2nd Conjugation	Emotions 	785
DCC786	lilaLemma:121343	quārē 	how? why? 	Adverb 	Pronouns/Interrogatives 	786
DCC787	lilaLemma:90912	antequam 	before 	Conjunction 	Time 	787
DCC788	lilaLemma:121488	reliquus -a -um 	remaining, rest 	Adjective: 1st and 2nd Declension	Measurement 	788
DCC789	lilaLemma:124090	semel 	once 	Adverb 	Time 	789
DCC790	lilaLemma:114724	ōdī ōdisse 	hate 	Verb: Irregular 	Emotions 	790
DCC791	lilaLemma:138711	sīcut 	just as 	Adverb 	Conjunctions/Adverbs 	791
DCC792	lilaLemma:116332	peccō -āre 	commit a wrong, injure 	Verb: 1st Conjugation	Justice 	792
DCC793	lilaLemma:124355	sēnsus -ūs m. 	feeling, emotion, sense 	Noun: 4th Declension	Emotions 	793
DCC794	lilaLemma:102045	exsilium -ī n. 	exile, banishment 	Noun: 2nd Declension	Travel 	794
DCC795	lilaLemma:96553	cor cordis n. 	"heart; cordī est, it is pleasing to (+ dat.) "	Noun: 3rd Declension	The Body 	795
DCC796	lilaLemma:98611	dēnique 	finally 	Adverb 	Time 	796
DCC797	lilaLemma:123349	sapientia -ae f. 	wisdom 	Noun: 1st Declension	Education/Knowledge 	797
DCC798	lilaLemma:125596	statim 	immediately 	Adverb 	Time 	798
DCC799	lilaLemma:87112	accidō -cidere -cidī 	"fall; happen "	Verb: 3rd Conjugation -ō	Motion 	799
DCC800	lilaLemma:98047	dēcernō -cernere -crēvī -crētum 	determine, decide 	Verb: 3rd Conjugation -ō	Education/Knowledge 	800
DCC801	lilaLemma:114585	occīdō -cīdere -cīdī -cīsum 	kill, cut down 	Verb: 3rd Conjugation -ō	Violence 	801
DCC802	lilaLemma:98862	dēscendō -scendere -scendī -scēnsum 	climb down, descend 	Verb: 3rd Conjugation -ō	Travel 	802
DCC803	lilaLemma:105460	hiems hiemis f. 	winter 	Noun: 3rd Declension	Lengths of Time 	803
DCC804	lilaLemma:96292	contineō -tinēre -tinuī -tentum 	contain, restrain 	Verb: 2nd Conjugation	Verbs of Compelling/Directing 	804
DCC805	lilaLemma:98252	dēferō -ferre -tulī -lātum 	carry away, report 	Verb: Irregular 	Verbs of Transport 	805
DCC806	lilaLemma:115098	oportet -ēre -uit 	it is proper, right (+ acc. + infin.) 	Verb: Impersonal 	Social Life 	806
DCC807	lilaLemma:128794	tribūnus -ī m. 	tribune, title of various Roman officials, as mīlitum, plēbis, aerāriī 	Noun: 2nd Declension	The City 	807
DCC808	lilaLemma:91797	bōs bovis m. 	"ox; gen. pl. boum "	Noun: 3rd Declension	Animals/Plants 	808
DCC809	lilaLemma:108954	īrāscor īrāscī īrātus sum 	"grow angry; īrātus -a -um: angry "	Verb: Deponent 	Emotions 	809
DCC810	lilaLemma:87761	aeger aegra aegrum 	sick 	Adjective: 1st and 2nd Declension	Life and Being 	810
DCC811	lilaLemma:103701	forum -ī n. 	market-place, forum 	Noun: 2nd Declension	The City 	811
DCC812	lilaLemma:114795	offerō offerre obtulī oblātum 	present, offer, expose 	Verb: Irregular 	Verbs of Transport 	812
DCC813	lilaLemma:122823	revocō -āre 	call back, recall 	Verb: 1st Conjugation	Social Life 	813
DCC814	lilaLemma:94012	cingō cingere cīnxī cīnctum 	encircle, surround, gird 	Verb: 3rd Conjugation -ō	War and Peace 	814
DCC815	lilaLemma:108350	integer -gra -grum: 	untouched, fresh, complete, whole 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	815
DCC816	lilaLemma:129516	validus -a -um 	strong 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	816
DCC817	lilaLemma:88429	alō alere aluī alitum 	nourish 	Verb: 3rd Conjugation -ō	Life and Being 	817
DCC818	lilaLemma:103489	flōs flōris m. 	flower, bloom 	Noun: 3rd Declension	Animals/Plants 	818
DCC819	lilaLemma:106103	īctus -ūs m. 	blow, stroke 	Noun: 4th Declension	Violence 	819
DCC820	lilaLemma:94855	colligō -ere -lēgī -lēctum 	gather together, collect 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	820
DCC821	lilaLemma:116892	pergō pergere perrēxī perrēctum 	"continue, proceed; awaken "	Verb: 3rd Conjugation -ō	Motion 	821
DCC822	lilaLemma:135864	praesēns -ntis 	present, in person, ready 	Adjective: 3rd Declension	Place 	822
DCC823	lilaIpoLemma:38296	rēctus -a -um 	straight, direct 	Adjective: 1st and 2nd Declension	Measurement 	823
DCC824	lilaLemma:110053	lātus -a -um 	broad, wide 	Adjective: 1st and 2nd Declension	Measurement 	824
DCC825	lilaLemma:118675	praeceptum -ī n. 	"rule, precept; command "	Noun: 2nd Declension	Justice 	825
DCC826	lilaLemma:122379	recēdō -cēdere -cessī -cessum 	step back, recoil, recede, withdraw 	Verb: 3rd Conjugation -ō	Motion 	826
DCC827	lilaLemma:131462	utrum 	"whether; utrum ... an: whether ... or "	Conjunction 	Conjunctions/Adverbs 	827
DCC828	lilaLemma:102875	famēs -is f. 	hunger, famine 	Noun: 3rd Declension	Life and Being 	828
DCC829	lilaLemma:116052	pariō parere peperī partum 	"bring forth, give birth to; accomplish "	Verb: 3rd Conjugation -iō	Life and Being 	829
DCC830	lilaLemma:89567	appāreō -ēre -uī 	appear, become visible 	Verb: 2nd Conjugation	Vision 	830
DCC831	lilaLemma:121286	quōmodo 	in what way, how? 	Conjunction 	Pronouns/Interrogatives 	831
DCC832	lilaLemma:102627	error -ōris m. 	"wandering; error, mistake "	Noun: 3rd Declension	Travel 	832
DCC833	lilaLemma:103683	forsitan, fortasse 	perhaps, perchance 	Adverb 	Conjunctions/Adverbs 	833
DCC834	lilaLemma:96446	convertō -vertere -vertī -versum 	turn about, turn, change 	Verb: 3rd Conjugation -ō	Motion 	834
DCC835	lilaLemma:119713	proficīscor -ficīscī -fectus sum 	set forth, go 	Verb: Deponent 	Travel 	835
DCC836	lilaLemma:127502	secundus -a -um 	"following; favorable; (as numeral) second "	Adjective: 1st and 2nd Declension	Measurement 	836
DCC837	lilaLemma:89397	aperiō aperīre aperuī apertum 	open 	Verb: 4th Conjugation	The House 	837
DCC838	lilaLemma:93035	castus -a -um 	pure, spotless, chaste 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	838
DCC839	lilaLemma:109161	iūdex iūdicis m. 	judge, juror 	Noun: 3rd Declension	Justice 	839
DCC840	lilaLemma:109911	lapis lapidis m. 	stone 	Noun: 3rd Declension	Earth and Water 	840
DCC841	lilaLemma:113696	nimis or nimium 	excessively 	Adverb 	Personality Traits/Characteristics 	841
DCC842	lilaLemma:115001	onus oneris n. 	load, burden 	Noun: 3rd Declension	Measurement 	842
DCC843	lilaLemma:115016	opera -ae f. 	labor, activity, work 	Noun: 1st Declension	Business/Money 	843
DCC844	lilaLemma:116301	pauper -eris 	poor, lowly 	Adjective: 3rd Declension	Business/Money 	844
DCC845	lilaLemma:87873	āēr āeris m. 	air 	Noun: 3rd Declension	Air and Fire 	845
DCC846	lilaLemma:113566	negōtium -ī n. 	business 	Noun: 2nd Declension	Business/Money 	846
DCC847	lilaLemma:116031	pāreō pārēre pāruī 	obey 	Verb: 2nd Conjugation	Verbs of Compelling/Directing 	847
DCC848	lilaIpoLemma:109500	subitō 	suddenly, unexpectedly 	Adverb 	Time 	848
DCC849	lilaLemma:89933	argentum -ī n. 	silver, money 	Noun: 2nd Declension	Business/Money 	849
DCC850	lilaLemma:130917	ūtilis -e 	useful 	Adjective: 3rd Declension	Making/Doing 	850
DCC851	lilaLemma:87965	aethēr aetheris n. 	pure upper air, ether, heaven, sky 	Noun: 3rd Declension	Air and Fire 	851
DCC852	lilaLemma:112109	mereō merēre meruī meritum 	"deserve, merit; serve as a soldier "	Verb: 2nd Conjugation	Business/Money 	852
DCC853	lilaLemma:118540	portō -āre 	carry a load 	Verb: 1st Conjugation	Measurement 	853
DCC854	lilaLemma:119990	proprius -a -um 	one’s own, peculiar 	Adjective: 1st and 2nd Declension	Pronouns/Interrogatives 	854
DCC855	lilaLemma:90710	avis -is f. 	bird 	Noun: 3rd Declension	Animals/Plants 	855
DCC856	lilaLemma:129550	vanus -a -um 	"empty; false, deceitful "	Adjective: 1st and 2nd Declension	Deception 	856
DCC857	lilaLemma:111691	māteria -ae f. 	"material, subject matter; timber, lumber "	Noun: 1st Declension	Speech/Oratory 	857
DCC858	lilaLemma:116272	paucī -ae -a 	few, a few 	Adjective: 1st and 2nd Declension	Measurement 	858
DCC859	lilaLemma:130763	voluntās -ātis f. 	wish, desire 	Noun: 3rd Declension	Emotions 	859
DCC860	lilaLemma:100716	ēgregius -a -um 	distinguished, uncommon 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	860
DCC861	lilaLemma:99345	difficilis -e 	not easy, hard, difficult 	Adjective: 3rd Declension	Personality Traits/Characteristics 	861
DCC862	lilaLemma:104632	gladius -ī m. 	sword 	Noun: 2nd Declension	War and Peace 	862
DCC863	lilaLemma:93926	cibus -ī m. 	food 	Noun: 2nd Declension	Life and Being 	863
DCC864	lilaLemma:93580	certō -āre 	"decide by contest; fight, compete, vie "	Verb: 1st Conjugation	Athletics 	864
DCC865	lilaLemma:107903	initium -ī n.: 	beginning 	Noun: 2nd Declension	Time 	865
DCC866	lilaLemma:117404	pertineō -tinēre -tinuī 	"extend over, reach; refer to, pertain to, be the business of "	Verb: 2nd Conjugation	Education/Knowledge 	866
DCC867	lilaLemma:121130	quattuor 	four 	Adjective: Numeral 	Measurement 	867
DCC868	lilaLemma:129250	turbō -āre 	disturb, confuse 	Verb: 1st Conjugation	Speech/Oratory 	868
DCC869	lilaLemma:96194	cōnsūmō -sūmere -sūmpsī -sūmptum 	to use up, consume 	Verb: 3rd Conjugation -ō	Life and Being 	869
DCC870	lilaLemma:96706	corrumpō -rumpere -rūpī -ruptum 	break up, destroy, ruin 	Verb: 3rd Conjugation -ō	Violence 	870
DCC871	lilaLemma:106954	incidō incidere incidī 	"fall upon, fall into; happen "	Verb: 3rd Conjugation -ō	Motion 	871
DCC872	lilaIpoLemma:113561	paulō, paulum 	to only a small extent, slightly, a little 	Adverb 	Measurement 	872
DCC873	lilaLemma:105736	hospes hospitis m. 	"guest, guest-friend; stranger; host "	Noun: 3rd Declension	Social Life 	873
DCC874	lilaLemma:122833	rīdeō -ēre rīsī rīsum 	laugh, laugh at 	Verb: 3rd Conjugation -ō	Emotions 	874
DCC875	lilaLemma:87978	aevum -i n. 	"eternity; lifetime, age "	Noun: 2nd Declension	Lengths of Time 	875
DCC876	lilaLemma:90634	audāx audācis 	"bold, daring; reckless "	Adjective: 3rd Declension	Personality Traits/Characteristics 	876
DCC877	lilaLemma:120781	posterus -a -um 	next, later 	Adjective: 1st and 2nd Declension	Time 	877
DCC878	lilaLemma:119325	praetor -ōris m. 	praetor, one of the chief Roman magistrates 	Noun: 3rd Declension	The City 	878
DCC879	lilaLemma:122296	rūs rūris n. 	country 	Noun: 3rd Declension	Geography 	879
DCC880	lilaLemma:99342	differō differre distulī dīlātum 	"scatter; publish, divulge; differ; defer, postpone "	Verb: Irregular 	Making/Doing 	880
DCC881	lilaLemma:130433	vītō -āre 	avoid, shun 	Verb: 1st Conjugation	Social Life 	881
DCC882	lilaIpoLemma:35410	prīvātus -a -um 	personal, private 	Adjective: 1st and 2nd Declension	Social Life 	882
DCC883	lilaLemma:124541	serviō -īre 	be a slave, serve (+ dat.) 	Verb: 4th Conjugation	The Household 	883
DCC884	lilaLemma:129863	vereor verērī veritus sum 	fear, stand in awe of 	Verb: Deponent 	Emotions 	884
DCC885	lilaLemma:107822	ingredior -gredī -gressus sum: 	step in, enter 	Verb: Deponent 	Motion 	885
DCC886	lilaLemma:87410	addūcō -ere -dūxī -ductum 	lead to, induce 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	886
DCC887	lilaLemma:105727	hortor hortārī hortātus sum 	urge strongly, advise, exhort 	Verb: Deponent 	Speech/Oratory 	887
DCC888	lilaLemma:122011	reus -ī m. 	defendant 	Noun: 2nd Declension	Justice 	888
DCC889	lilaLemma:123717	scīlicet 	certainly, of course 	Adverb 	Conjunctions/Adverbs 	889
DCC890	lilaLemma:97455	comparō -āre 	"get ready, provide; compare "	Verb: 1st Conjugation	Business/Money 	890
DCC891	lilaLemma:117208	perpetuus -a -um 	unbroken, perpetual 	Adjective: 1st and 2nd Declension	Lengths of Time 	891
DCC892	lilaLemma:98900	dēsīderō -āre 	long for, desire greatly 	Verb: 1st Conjugation	Love 	892
DCC893	lilaLemma:93319	celebrō -āre 	frequent, throng, crowd 	Verb: 1st Conjugation	The City 	893
DCC894	lilaLemma:95742	cōnficiō -ficere -fēcī -fectum 	"complete, accomplish; destroy, kill, consume "	Verb: 3rd Conjugation -iō	Violence 	894
DCC895	lilaLemma:108382	intendō -tendere -tendī -tentum: 	stretch out, strain 	Verb: 3rd Conjugation -ō	Motion 	895
DCC896	lilaLemma:109249	iūrō -āre 	"take an oath, swear; iūs iūrandum, oath "	Verb: 1st Conjugation	Justice 	896
DCC897	lilaIpoLemma:111490	sōlum 	only, merely 	Adverb 	Measurement 	897
DCC898	lilaLemma:90620	auctōritās -ātis f. 	influence, clout, authority 	Noun: 3rd Declension	Social Life 	898
DCC899	lilaLemma:106001	iaciō iacere iēcī iactum 	throw, hurl 	Verb: 3rd Conjugation -iō	Athletics 	899
DCC900	lilaLemma:109625	labōrō -āre 	"toil, work; be in trouble or distress "	Verb: 1st Conjugation	Business/Money 	900
DCC901	lilaLemma:110382	liber librī m. 	book 	Noun: 2nd Declension	Writing/Poetry 	901
DCC902	lilaLemma:110964	lūna -ae f. 	moon 	Noun: 1st Declension	Air and Fire 	902
DCC903	lilaLemma:120154	prōtinus 	at once, forthwith 	Adverb 	Time 	903
DCC904	lilaIpoLemma:1229	aequē 	equally 	Adverb 	Justice 	904
DCC905	lilaLemma:95962	cōnor cōnārī cōnātus sum 	try, attempt 	Verb: Deponent 	Making/Doing 	905
DCC906	lilaLemma:97286	cupīdō -inis f. 	desire, eagerness, craving 	Noun: 3rd Declension	Love 	906
DCC907	lilaLemma:103104	ferē 	almost 	Adverb 	Conjunctions/Adverbs 	907
DCC908	lilaLemma:108308	īnsula -ae f.: 	island 	Noun: 1st Declension	Geography 	908
DCC909	lilaLemma:103296	"fīlia -ae f.; fīlius -ī m. "	"daughter; son "	Noun: 1st Declension	The Household 	909
DCC910	lilaLemma:113381	narrō -āre 	relate, recount 	Verb: 1st Conjugation	Speech/Oratory 	910
DCC911	lilaLemma:113509	necessitās -tātis f. 	necessity, need 	Noun: 3rd Declension	Business/Money 	911
DCC912	lilaLemma:100715	ēgredior ēgredī ēgressus sum 	stride out, depart, disembark from (+ abl.) 	Verb: Deponent 	Travel 	912
DCC913	lilaLemma:118267	poēta -ae m. 	poet 	Noun: 1st Declension	Writing/Poetry 	913
DCC914	lilaLemma:98009	decem 	ten 	Adjective: Numeral 	Measurement 	914
DCC915	lilaLemma:88785	amplus -a -um 	large, spacious 	Adjective: 1st and 2nd Declension	Measurement 	915
DCC916	lilaIpoLemma:2739	aptus -a -um 	fit, suitable 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	916
DCC917	lilaLemma:96035	cōnsequor -sequī -secūtus sum 	follow up, overtake, attain 	Verb: Deponent 	Motion 	917
DCC918	lilaLemma:103777	frequēns -ntis 	in large numbers, often 	Adjective: 3rd Declension	Measurement 	918
DCC919	lilaLemma:113734	nūntius -ī m. 	"messenger; news "	Noun: 2nd Declension	Travel 	919
DCC920	lilaLemma:95648	condīciō -ōnis f. 	agreement, condition 	Noun: 3rd Declension	Business/Money 	920
DCC921	lilaLemma:96478	convīvium -iī n. 	banquet, feast 	Noun: 2nd Declension	Social Life 	921
DCC922	lilaLemma:103557	foedus -a -um 	foul 	Adjective: 1st and 2nd Declension	Other Senses 	922
DCC923	lilaLemma:103882	fruor fruī frūctus sum 	enjoy the produce of, profit by, use (+ abl.) 	Verb: Deponent 	Emotions 	923
DCC924	lilaLemma:113791	num 	interrogative particle implying negative answer 	Adverb 	Pronouns/Interrogatives 	924
DCC925	lilaLemma:88265	albus -a -um 	white 	Adjective: 1st and 2nd Declension	Vision 	925
DCC926	lilaLemma:97898	damnum -ī n. 	damage, injury 	Noun: 2nd Declension	Violence 	926
DCC927	lilaLemma:103880	frūctus -ūs m. 	"fruit, crops; enjoyment, delight "	Noun: 4th Declension	Animals/Plants 	927
DCC928	lilaLemma:93395	cēnseō cēnsēre cēnsuī cēnsum 	"assess, rate; think, decide "	Verb: 2nd Conjugation	Education/Knowledge 	928
DCC929	lilaLemma:119676	prōdō prōdere prōdidī prōditum 	"publish, hand down; give over, betray "	Verb: 3rd Conjugation -ō	Verbs of Transport 	929
DCC930	lilaLemma:119973	prōpōnō -pōnere -posuī -positum 	put forth, propose, present 	Verb: 3rd Conjugation -ō	Speech/Oratory 	930
DCC931	lilaLemma:108268	īnstituō -stituere -stituī -stitūtum: 	"undertake; equip "	Verb: 3rd Conjugation -ō	Making/Doing 	931
DCC932	lilaLemma:109131	item 	likewise 	Adverb 	Conjunctions/Adverbs 	932
DCC933	lilaLemma:111274	magister magistrī m. 	master, chief 	Noun: 2nd Declension	Education/Knowledge 	933
DCC934	lilaLemma:125625	stella -ae f. 	star 	Noun: 1st Declension	Air and Fire 	934
DCC935	lilaLemma:100589	ēdūcō -dūcere -dūxī -ductum 	lead forth 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	935
DCC936	lilaLemma:104126	frūmentum -ī n. 	grain 	Noun: 2nd Declension	Animals/Plants 	936
DCC937	lilaLemma:127111	suscipiō -cipere -cēpī ceptum 	take up 	Verb: 3rd Conjugation -iō	Verbs of Transport 	937
DCC938	lilaLemma:121111	quasi 	as if 	Adverb 	Conjunctions/Adverbs 	938
DCC939	lilaLemma:123066	sacerdōs -dōtis m./f. 	priest, priestess 	Noun: 3rd Declension	Religion 	939
DCC940	lilaLemma:130137	vīcīnus -a -um 	neighboring, near 	Adjective: 1st and 2nd Declension	Geography 	940
DCC941	lilaLemma:93200	caveō cavēre cāvī cautum 	be on guard, beware 	Verb: 2nd Conjugation	Violence 	941
DCC942	lilaLemma:100824	ēligō ēligere ēlēgī ēlēctum 	pick out, select 	Verb: 3rd Conjugation -ō	The City 	942
DCC943	lilaLemma:102885	familia -ae f. 	household, family 	Noun: 1st Declension	The Household 	943
DCC944	lilaLemma:115620	paene 	almost 	Adverb 	Conjunctions/Adverbs 	944
DCC945	lilaLemma:118735	praecipiō -cipere -cēpī -ceptum 	anticipate, advise, warn 	Verb: 3rd Conjugation -iō	Speech/Oratory 	945
DCC946	lilaLemma:123378	sānus -a -um 	sound, sane 	Adjective: 1st and 2nd Declension	Life and Being 	946
DCC947	lilaLemma:118664	potis -e 	powerful, able 	Adjective: 3rd Declension	Personality Traits/Characteristics 	947
DCC948	lilaLemma:119505	prīncipium -ī n. 	beginning 	Noun: 2nd Declension	Time 	948
DCC949	lilaLemma:124443	sepulcrum -ī n. 	place of burial, tomb, grave 	Noun: 2nd Declension	Life and Being 	949
DCC950	lilaLemma:112813	mortālis -e 	"liable to death, mortal; (as subst.) a mortal "	Adjective: 3rd Declension	Life and Being 	950
DCC951	lilaLemma:101298	epistula -ae f. 	letter 	Noun: 1st Declension	Writing/Poetry 	951
DCC952	lilaLemma:107882	inimīcus -a -um: 	"unfriendly; (as subst.) enemy "	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	952
DCC953	lilaLemma:108627	interrogō -āre 	put a question to, ask (+ acc.) 	Verb: 1st Conjugation	Speech/Oratory 	953
DCC954	lilaLemma:96179	cōnsuētūdo -inis f. 	custom, habit 	Noun: 3rd Declension	Personality Traits/Characteristics 	954
DCC955	lilaIpoLemma:19401	illūc 	to that place 	Adverb 	Place 	955
DCC956	lilaLemma:99402	dīgnitās -ātis f. 	worth, reputation, honor 	Noun: 3rd Declension	Personality Traits/Characteristics 	956
DCC957	lilaLemma:103921	fugō -āre 	put to flight 	Verb: 1st Conjugation	Travel 	957
DCC958	lilaLemma:88003	afficiō -ficere -fēcī -fectum 	affect, visit with (+ abl.) 	Verb: 3rd Conjugation -iō	Social Life 	958
DCC959	lilaLemma:87433	adhibeō -hibēre -hibuī -hibitum 	apply 	Verb: 2nd Conjugation	Making/Doing 	959
DCC960	lilaLemma:92214	caelestis -e 	"from or of heaven; caelestēs, the gods "	Adjective: 3rd Declension	Air and Fire 	960
DCC961	lilaLemma:112890	mulier -eris f. 	woman 	Noun: 3rd Declension	People 	961
DCC962	lilaLemma:97990	dīvus -a -um 	"divine, godlike; (as subst.) a god "	Adjective: 1st and 2nd Declension	Religion 	962
DCC963	lilaLemma:89778	arbitror arbitrārī arbitrātus sum 	consider, think 	Verb: Deponent 	Education/Knowledge 	963
DCC964	lilaLemma:118575	posteā 	afterwards 	Adverb 	Time 	964
